"","X1","adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","year"
"392",8727,"False","{'id': 391040, 'name': 'Gone in 60 Seconds Trilogy', 'poster_path': '/fzAbYDg8kqWiTdV7DOLiyQtXlKN.jpg', 'backdrop_path': '/yPzntG6px2V2Muyu4zx22iWRgwt.jpg'}",0,"['Action', 'Crime', 'Drama', 'Thriller']",NA,16246,"tt0071571","en","Gone in 60 Seconds","Insurance investigator Maindrian Pace and his team lead double-lives as unstoppable car thieves. When a South American drug lord pays Pace to steal 48 cars for him, all but one, a 1973 Ford Mustang, are in the bag. As Pace prepares to rip-off the fastback, codenamed ""Eleanor"", in Long Beach, he is unaware that his boss has tipped off the police after a business dispute.",3.560274,"/jlR0myeIYDZsZqyv93tf40iRxnL.jpg","[{'name': 'Halicki Productions', 'id': 15489}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974-07-28,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","You can lock your car. But if he wants it...it's GONE IN 60 SECONDS","Gone in 60 Seconds","False",6.5,40,1974
"393",6616,"False",NA,18000000,"['Romance']",NA,10934,"tt0328589","en","Under the Tuscan Sun","After a rough divoce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.",8.508008,"/z5mqOKxS8R9mnzyRulIbMX0U6kG.jpg","[{'name': 'Timnick Films', 'id': 679}, {'name': 'Blue Gardenia Productions', 'id': 3983}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Tatiale Films', 'id': 12207}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-04-30,58878723,113,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","Life offers you a thousand chances ... all you have to do is take one.","Under the Tuscan Sun","False",6.4,178,2003
"394",8446,"False",NA,0,"['Drama', 'Crime']",NA,43461,"tt0039677","en","Odd Man Out","Belfast police conduct a door-to-door manhunt for an IRA gunman (James Mason) wounded in a daring robbery.",3.017513,"/sp0RvgdBDgCBdZVwa8IUsU22UCU.jpg","[{'name': 'Two Cities Films', 'id': 4006}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1947-01-30,0,116,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","This is it!  the most exciting motion picture ever made!","Odd Man Out","False",7.3,45,1947
"395",16818,"False",NA,80000000,"['Romance', 'Comedy']","http://www.justgowithit-movie.com",50546,"tt1564367","en","Just Go with It","A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",9.267959,"/4sJDqzBaqBprkEy0aLjIGl7TrHx.jpg","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Happy Madison Productions', 'id': 2608}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-02-10,214918407,117,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Sometimes a guy's best wingman... is a wingwoman","Just Go with It","False",6.3,1588,2011
"396",24148,"False",NA,0,"['Comedy', 'Romance']",NA,244264,"tt2034031","en","Laggies","Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.",12.938085,"/dNcoXoRC7JHiqbe7k5Ufo6syiPP.jpg","[{'name': 'Anonymous Content', 'id': 10039}, {'name': 'A24', 'id': 41077}, {'name': 'Merced Media Partners', 'id': 45358}, {'name': 'PenLife Media', 'id': 60266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-09-25,1066981,100,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Acting your age is so overrated.","Laggies","False",6.1,432,2014
"397",17820,"False",NA,30000000,"['Drama', 'Thriller', 'Mystery']","http://www.tinker-tailor-soldier-spy.com/",49517,"tt1340800","en","Tinker Tailor Soldier Spy","Recently-retired MI6 agent, George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service. Smiley is drawn back into the murky field of espionage, tasked with investigating which of his trusted former colleagues has chosen to betray him and their country. Smiley narrows his search to four suspects – all experienced, skilled and successful agents – but past histories, rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment.",7.728737,"/2N3P730TYXEcNL0BO8WBuMc6yJz.jpg","[{'name': 'StudioCanal', 'id': 694}, {'name': 'Kinowelt Filmproduktion', 'id': 2051}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Karla Films', 'id': 23697}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2011-09-16,0,127,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]","Released","How do you find an enemy who is hidden right before your eyes?","Tinker Tailor Soldier Spy","False",6.6,856,2011
"398",15443,"False",NA,0,"['Science Fiction']",NA,26932,"tt0076210","en","The Island of Dr. Moreau","A ship-wrecked man floats ashore on an island in the Pacific Ocean. The island is inhabited by a scientist, Dr. Moreau, who in an experiment has turned beasts into human beings.",8.780704,"/q5kWAWxb3eWCkxFNT6WCipAnpQe.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1977-07-13,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","A tropical paradise, untouched by man... where a bizarre civilization exists.","The Island of Dr. Moreau","False",5.4,33,1977
"399",913,"False",NA,2033000,"['Action', 'Adventure', 'Romance']",NA,10907,"tt0029843","en","The Adventures of Robin Hood","Robin Hood (Errol Flynn) fights nobly for justice against the evil Sir Guy of Gisbourne (Basil Rathbone) while striving to win the hand of the beautiful Maid Marian (Olivia de Havilland).",10.685036,"/lEx5IKjqwYS7PcGnIXivYaDMzQr.jpg","[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1938-05-13,3981000,102,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Excitement...Danger...Suspense...as this classic adventure story sweeps across the screen!","The Adventures of Robin Hood","False",7.6,170,1938
"400",1059,"False","{'id': 118221, 'name': ""Weekend at Bernie's Collection"", 'poster_path': '/gJVBXVetIkgVVMbzODQ3dJwvQkV.jpg', 'backdrop_path': '/khVvskKc4VzAHbHtQMhKGeKWDxC.jpg'}",6500000,"['Comedy']",NA,8491,"tt0098627","en","Weekend at Bernie's","Two friends are invited for a weekend to a luxury island with their boss. The boss gets shot and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again.",8.051891,"/h3hjMREZEUPtDkZBiYDzLq0THk0.jpg","[{'name': 'Gladden Entertainment', 'id': 1648}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-07-05,30218387,97,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Bernie may be dead, but he's still the life of the party!","Weekend at Bernie's","False",6.4,255,1989
"401",19925,"False",NA,0,"['Drama', 'Science Fiction', 'Animation']",NA,152795,"tt1821641","en","The Congress","More than two decades after catapulting to stardom with The Princess Bride, an aging actress (Robin Wright, playing a version of herself) decides to take her final job: preserving her digital likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her alias will be controlled by the studio, and will star in any film they want with no restrictions. In return, she receives healthy compensation so she can care for her ailing son and her digitized character will stay forever young. Twenty years later, under the creative vision of the studio’s head animator, Wright’s digital double rises to immortal stardom. With her contract expiring, she is invited to take part in “The Congress” convention as she makes her comeback straight into the world of future fantasy cinema.",8.534039,"/nnKX3ahYoT7P3au92dNgLf4pKwA.jpg","[{'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Entre Chien et Loup', 'id': 3984}, {'name': 'Opus Film', 'id': 6477}, {'name': 'Bridgit Folman Film Gang', 'id': 17931}, {'name': 'Paul Thiltges Distributions', 'id': 19437}, {'name': 'Liverpool', 'id': 60111}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IL', 'name': 'Israel'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'PL', 'name': 'Poland'}]",2013-05-16,455815,122,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"The Congress","False",6.4,165,2013
"402",16140,"False",NA,0,"['Documentary']",NA,41999,"tt1326733","en","The Art of the Steal","A gripping tale of intrigue and mystery in the art world, this film traces the history of the Barnes collection of Post-Impressionist paintings, which was worth billions and became the subject of a power struggle after the 1951 death of the owner. Dr. Albert Barnes collected 181 Renoirs, 69 Cézannes, 59 Matisses, 46 Picassos and many other valuable paintings. But the political wrangling over the collection eventually led to its division.",1.2083,"/59p72lcTvqDl4atYJ4TqQ06sxon.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-01,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The true story of a multi-billion dollar art heist and how they got away with it.","The Art of the Steal","False",6.8,19,2009
"403",39063,"False",NA,0,"['Comedy', 'Music']","https://www.uphe.com/movies/popstar-never-stop-never-stopping",341012,"tt3960412","en","Popstar: Never Stop Never Stopping","When his new album fails to sell records, pop/rap superstar Conner4real goes into a major tailspin and watches his celebrity high life begin to collapse. He'll try anything to bounce back, anything except reuniting with his old rap group The Style Boyz.",5.28542,"/m9k2MCvZJWkV5DfJY9fueeeqNxb.jpg","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Apatow Productions', 'id': 10105}, {'name': 'Party Over', 'id': 53807}, {'name': 'Lonely Island, The', 'id': 53808}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-03,9496130,86,"[{'iso_639_1': 'en', 'name': 'English'}]","Released",NA,"Popstar: Never Stop Never Stopping","False",6.6,348,2016
"404",7719,"False",NA,50000000,"['Drama', 'Comedy', 'Romance']",NA,4599,"tt0350028","en","Raising Helen","Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",12.448933,"/oROgudstoH3i4KyI5ZJbBVW9mKK.jpg","[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Beacon Pictures', 'id': 10157}, {'name': 'Mandeville Films', 'id': 10227}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-05-27,49718611,119,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Her uptown life gets turned inside out!","Raising Helen","False",5.9,195,2004
"405",2314,"False",NA,52000000,"['Drama', 'History', 'War']",NA,8741,"tt0120863","en","The Thin Red Line","Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",9.783966,"/jGDK6eM6vb8VEUmR0ZoaghcCG8f.jpg","[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Geisler-Roberdeau', 'id': 23660}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-12-25,98126565,170,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]","Released","Every man fights his own war.","The Thin Red Line","False",7.2,793,1998
"406",4952,"False",NA,5000000,"['Comedy', 'Drama', 'Mystery', 'Romance']",NA,74692,"tt0295552","en","Rare Birds","A down-and-out restaurateur and his neighbor hatch a plan to lure luminaries to their small Newfoundland town.",1.788953,"/jDQxTtP7eO1nCHAz7941wJ44WDD.jpg","[{'name': 'Pope Productions', 'id': 2974}, {'name': 'BIG Pictures', 'id': 3615}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2001-09-09,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Fortune can make a man do some pretty fowl things.","Rare Birds","False",5.4,7,2001
"407",3684,"False",NA,7000000,"['Adventure', 'Action', 'Western']",NA,18118,"tt0064615","en","Mackenna's Gold","The gangster Colorado kidnaps Marshal McKenna. He believes that McKenna has seen a map which leads to a rich vein of gold in the mountains and forces him to show him the way. But they're not the only ones who're after the gold; soon they meet a group of ""honorable"" citizens and the cavalry crosses their way too - and that is even before they enter Indian territory.",4.137836,"/cMYf7OQup0qlbD3oJB8PjFwTeiC.jpg","[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Highroad Productions', 'id': 18705}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-03-18,0,128,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","A Giant of a movie","Mackenna's Gold","False",6.4,44,1969
"408",6726,"False",NA,0,"['Comedy', 'Romance']",NA,54973,"tt0342300","en","Dopamine","Rand is a computer animator, who has created an artificial intelligence creature designed to interact with children and teach them responsibility. When his prototype is forced into practice at a school, Rand encounters Sarah, a teacher he was inexplicably drawn to, at his favorite bar one fateful evening. Sparks fly between them, but fundamental differences in their approaches to love and relationships slow them down to a halt.",0.401575,"/9H2a05sgrRkj20xQBuh6jMngrC2.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-10-03,22278,79,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Love. Real or Just a Chemical Reaction?","Dopamine","False",5,5,2003
"409",1304,"False",NA,6000000,"['Crime', 'Drama', 'Thriller']",NA,8744,"tt0115495","en","Albino Alligator","Three petty thieves who the police believe to be major criminals are chased into a basement bar where they take five hostages including all the bar employees. The rest of the movie deals with the cops lurking outside the bar while the trio try to get hold of the situation inside.",2.363293,"/jyDSlbq3FO5JIw8RuaQJl5bwMvI.jpg","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Albino Alligator Productions', 'id': 2533}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-09,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","They Planned The Perfect Crime... Until It All Went Perfectly Wrong!","Albino Alligator","False",5.6,45,1996
